id_rute,asal,tujuan,jarak
R0148,L007,L019,0.1
R0149,L007,L021,0.12
R0150,L007,L024,0.1
R0151,L007,L025,0.14
R0152,L007,L030,0.1
R0153,L007,L032,0.1
R0154,L007,L036,0.1
R0155,L007,L039,0.15
R0156,L007,L040,0.1
R0157,L007,L042,0.1
R0158,L007,L043,0.1
R0159,L007,L052,0.1
R0160,L007,L054,0.1
R0161,L007,L055,0.1
R0162,L007,L056,0.1
R0163,L007,L057,0.1
R0164,L007,L069,0.1
R0165,L007,L071,0.1
R0166,L007,L077,0.1
R0167,L007,L081,0.14
R0168,L007,L082,0.1
R0169,L007,L083,0.1
R0170,L007,L085,0.13
R0171,L007,L086,0.1
R0172,L007,L087,0.1
R0173,L007,L089,0.1
R0174,L007,L100,0.82
R0175,L008,L004,0.1
R0176,L008,L005,0.1
R0177,L008,L007,0.1
R0178,L008,L011,0.21
R0179,L008,L012,0.1
R0180,L008,L014,0.1
R0181,L008,L018,0.1
R0182,L008,L028,0.1
R0183,L008,L031,0.12
R0184,L008,L034,0.11
R0185,L008,L035,0.11
R0186,L008,L036,0.1
R0187,L008,L039,0.1
R0188,L008,L047,0.11
R0189,L008,L048,0.1
R0190,L008,L049,0.1
R0191,L008,L051,0.1
R0192,L008,L055,0.1
R0193,L008,L062,0.1
R0194,L008,L068,0.1
R0195,L008,L077,0.1
R0196,L008,L079,0.1
R0197,L008,L081,0.21
R0198,L008,L085,0.2
R0199,L008,L086,0.11
R0200,L008,L096,3.35
R0201,L008,L099,0.74
R0202,L009,L002,0.1
R0203,L009,L006,0.14
R0204,L009,L011,0.28
R0205,L009,L012,0.1
R0206,L009,L013,0.1
R0207,L009,L014,0.13
R0208,L009,L017,0.17
R0209,L009,L020,0.17
R0210,L009,L023,0.13
R0211,L009,L025,0.1
R0212,L009,L027,0.22
R0213,L009,L030,0.13
R0214,L009,L033,0.1
R0215,L009,L034,0.17
R0216,L009,L039,0.1
R0217,L009,L040,0.18
R0218,L009,L043,0.13
R0219,L009,L044,0.27
R0220,L009,L047,0.17
R0221,L009,L050,0.28
R0222,L009,L052,0.16
R0223,L009,L059,0.14
R0224,L009,L061,0.28
R0225,L009,L062,0.14
R0226,L009,L069,0.22
R0227,L009,L072,0.16
R0228,L009,L073,0.13
R0229,L009,L076,0.1
R0230,L009,L082,0.13
R0231,L009,L085,0.27
R0232,L009,L100,0.69
R0233,L010,L002,0.1
R0234,L010,L003,0.1
R0235,L010,L005,0.15
R0236,L010,L006,0.15
R0237,L010,L007,0.15
R0238,L010,L011,0.29
R0239,L010,L014,0.14
R0240,L010,L015,0.1
R0241,L010,L031,0.18
R0242,L010,L032,0.23
R0243,L010,L035,0.17
R0244,L010,L039,0.1
R0245,L010,L043,0.14
R0246,L010,L046,0.1
R0247,L010,L048,0.16
R0248,L010,L061,0.28
R0249,L010,L066,0.18
R0250,L010,L068,0.14
R0251,L010,L070,0.1
R0252,L010,L074,0.14
R0253,L010,L082,0.14
R0254,L010,L083,0.17
R0255,L010,L085,0.28
R0256,L010,L086,0.17
R0257,L010,L088,0.29
R0258,L010,L094,3.34
R0259,L010,L096,3.34
R0260,L010,L097,3.33
R0261,L010,L100,0.69
R0262,L011,L012,0.29
R0263,L011,L013,0.24
R0264,L011,L015,0.28
R0265,L011,L016,0.15
R0266,L011,L017,0.12
R0267,L011,L019,0.13
R0268,L011,L027,0.1
R0269,L011,L035,0.12
R0270,L011,L036,0.13
R0271,L011,L038,0.16
R0272,L011,L044,0.1
R0273,L011,L045,0.22
R0274,L011,L047,0.12
R0275,L011,L051,0.23
R0276,L011,L054,0.16
R0277,L011,L055,0.15
R0278,L011,L059,0.14
R0279,L011,L062,0.15
R0280,L011,L067,0.1
R0281,L011,L069,0.1
R0282,L011,L072,0.12
R0283,L011,L074,0.15
R0284,L011,L084,0.15
R0285,L011,L089,0.12
R0286,L011,L097,3.5
R0287,L011,L099,0.95
R0288,L011,L100,0.93
R0289,L012,L003,0.1
R0290,L012,L006,0.14
R0291,L012,L007,0.15
R0292,L012,L009,0.1
R0293,L012,L015,0.1
R0294,L012,L020,0.17
R0295,L012,L023,0.13
R0296,L012,L024,0.17
R0297,L012,L032,0.22
R0298,L012,L036,0.16
R0299,L012,L043,0.14
R0300,L012,L047,0.17
R0301,L012,L051,0.1
R0302,L012,L052,0.17
R0303,L012,L053,0.1
R0304,L012,L055,0.14
R0305,L012,L057,0.14
R0306,L012,L060,0.1
R0307,L012,L062,0.14
R0308,L012,L066,0.18
R0309,L012,L075,0.21
R0310,L012,L079,0.1
R0311,L012,L088,0.28
R0312,L012,L089,0.17
R0313,L012,L090,3.32
R0314,L012,L093,3.35
R0315,L012,L094,3.33
R0316,L012,L100,0.69
R0317,L013,L002,0.1
R0318,L013,L004,0.1
R0319,L013,L005,0.1
R0320,L013,L017,0.13
R0321,L013,L021,0.1
R0322,L013,L023,0.1
R0323,L013,L026,0.1
R0324,L013,L028,0.1
R0325,L013,L042,0.1
R0326,L013,L044,0.23
R0327,L013,L046,0.1
R0328,L013,L051,0.1
R0329,L013,L054,0.1
R0330,L013,L055,0.1
R0331,L013,L057,0.1
R0332,L013,L058,0.1
R0333,L013,L067,0.23
R0334,L013,L069,0.18
R0335,L013,L070,0.1
R0336,L013,L072,0.12
R0337,L013,L076,0.1
R0338,L013,L077,0.1
R0339,L013,L080,0.22
R0340,L013,L081,0.23
R0341,L013,L093,3.36
R0342,L013,L094,3.34
R0343,L013,L095,3.32
R0344,L013,L098,0.67
R0345,L014,L003,0.12
R0346,L014,L005,0.1
R0347,L014,L013,0.1
R0348,L014,L020,0.1
R0349,L014,L022,0.1
R0350,L014,L023,0.1
R0351,L014,L024,0.1
R0352,L014,L027,0.1
R0353,L014,L028,0.1
R0354,L014,L034,0.1
R0355,L014,L037,0.1
R0356,L014,L038,0.1
R0357,L014,L042,0.1
R0358,L014,L051,0.1
R0359,L014,L054,0.1
R0360,L014,L056,0.1
R0361,L014,L059,0.1
R0362,L014,L061,0.14
R0363,L014,L063,0.14
R0364,L014,L065,0.1
R0365,L014,L067,0.14
R0366,L014,L072,0.1
R0367,L014,L081,0.15
R0368,L014,L082,0.1
R0369,L014,L087,0.1
R0370,L014,L091,3.41
R0371,L014,L092,3.44
R0372,L014,L095,3.4
R0373,L015,L002,0.1
R0374,L015,L003,0.1
R0375,L015,L007,0.15
R0376,L015,L011,0.28
R0377,L015,L012,0.1
R0378,L015,L013,0.1
R0379,L015,L014,0.13
R0380,L015,L016,0.14
R0381,L015,L019,0.16
R0382,L015,L020,0.17
R0383,L015,L031,0.18
R0384,L015,L036,0.17
R0385,L015,L037,0.13
R0386,L015,L040,0.18
R0387,L015,L041,0.2
R0388,L015,L042,0.14
R0389,L015,L044,0.27
R0390,L015,L050,0.28
R0391,L015,L058,0.13
R0392,L015,L062,0.14
R0393,L015,L064,0.1
R0394,L015,L067,0.27
R0395,L015,L073,0.13
R0396,L015,L075,0.21
R0397,L015,L076,0.1
R0398,L015,L080,0.26
R0399,L015,L086,0.17
R0400,L015,L090,3.29
R0401,L015,L091,3.3
R0402,L015,L093,3.32
R0403,L015,L094,3.3
R0404,L015,L095,3.29
R0405,L015,L097,3.3
R0406,L016,L004,0.1
R0407,L016,L007,0.1
R0408,L016,L010,0.15
R0409,L016,L011,0.15
R0410,L016,L012,0.14
R0411,L016,L017,0.1
R0412,L016,L019,0.1
R0413,L016,L024,0.1
R0414,L016,L028,0.1
R0415,L016,L029,0.1
R0416,L016,L030,0.1
R0417,L016,L033,0.11
R0418,L016,L035,0.1
R0419,L016,L036,0.1
R0420,L016,L039,0.14
R0421,L016,L045,0.1
R0422,L016,L048,0.1
R0423,L016,L050,0.15
R0424,L016,L058,0.1
R0425,L016,L060,0.1
R0426,L016,L061,0.14
R0427,L016,L063,0.13
R0428,L016,L067,0.14
R0429,L016,L068,0.1
R0430,L016,L069,0.1
R0431,L016,L071,0.1
R0432,L016,L078,0.1
R0433,L016,L083,0.1
R0434,L016,L084,0.1
R0435,L016,L085,0.14
R0436,L016,L090,3.41
R0437,L016,L091,3.42
R0438,L016,L096,3.42
R0439,L016,L099,0.82
R0440,L017,L003,0.16
R0441,L017,L004,0.1
R0442,L017,L005,0.1
R0443,L017,L007,0.1
R0444,L017,L008,0.11
R0445,L017,L011,0.12
R0446,L017,L012,0.17
R0447,L017,L014,0.1
R0448,L017,L018,0.1
R0449,L017,L023,0.1
R0450,L017,L024,0.1
R0451,L017,L025,0.17
R0452,L017,L027,0.1
R0453,L017,L038,0.1
R0454,L017,L039,0.18
R0455,L017,L040,0.1
R0456,L017,L041,0.1
R0457,L017,L046,0.12
R0458,L017,L047,0.1
R0459,L017,L056,0.1
R0460,L017,L061,0.11
R0461,L017,L063,0.11
R0462,L017,L069,0.1
R0463,L017,L074,0.1
R0464,L017,L079,0.14
R0465,L017,L088,0.12
R0466,L017,L089,0.1
R0467,L017,L094,3.46
R0468,L017,L096,3.46
R0469,L017,L098,0.81
R0470,L018,L002,0.1
R0471,L018,L004,0.1
R0472,L018,L005,0.1
R0473,L018,L011,0.16
R0474,L018,L013,0.1
R0475,L018,L015,0.13
R0476,L018,L016,0.1
R0477,L018,L020,0.1
R0478,L018,L021,0.1
R0479,L018,L025,0.13
R0480,L018,L026,0.1
R0481,L018,L033,0.1
R0482,L018,L040,0.1
R0483,L018,L042,0.1
R0484,L018,L045,0.1
R0485,L018,L046,0.1
R0486,L018,L049,0.1
R0487,L018,L055,0.1
R0488,L018,L056,0.1
R0489,L018,L057,0.1
R0490,L018,L064,0.1
R0491,L018,L065,0.1
R0492,L018,L069,0.1
R0493,L018,L074,0.1
R0494,L018,L075,0.1
R0495,L018,L076,0.1
R0496,L018,L081,0.16
R0497,L018,L083,0.1
R0498,L018,L085,0.15
R0499,L018,L087,0.1
R0500,L018,L091,3.42
R0501,L018,L092,3.44
R0502,L018,L093,3.44
R0503,L018,L097,3.41
R0504,L019,L004,0.1
R0505,L019,L008,0.1
R0506,L019,L014,0.1
R0507,L019,L016,0.1
R0508,L019,L017,0.1
R0509,L019,L021,0.14
R0510,L019,L023,0.1
R0511,L019,L024,0.1
R0512,L019,L027,0.1
R0513,L019,L028,0.1
R0514,L019,L031,0.1
R0515,L019,L034,0.1
R0516,L019,L041,0.1
R0517,L019,L047,0.1
R0518,L019,L049,0.1
R0519,L019,L051,0.11
R0520,L019,L058,0.1
R0521,L019,L060,0.1
R0522,L019,L061,0.12
R0523,L019,L064,0.11
R0524,L019,L068,0.1
R0525,L019,L070,0.11
R0526,L019,L073,0.1
R0527,L019,L077,0.1
R0528,L019,L079,0.13
R0529,L019,L084,0.1
R0530,L019,L089,0.1
R0531,L019,L092,3.47
R0532,L019,L095,3.43
R0533,L019,L096,3.45
R0534,L019,L097,3.44
R0535,L019,L099,0.84
R0536,L020,L002,0.11
R0537,L020,L012,0.17
R0538,L020,L018,0.1
R0539,L020,L021,0.14
R0540,L020,L024,0.1
R0541,L020,L025,0.17
R0542,L020,L027,0.1
R0543,L020,L034,0.1
R0544,L020,L037,0.1
R0545,L020,L039,0.18
R0546,L020,L042,0.1
R0547,L020,L049,0.1
R0548,L020,L051,0.12
R0549,L020,L055,0.1
R0550,L020,L057,0.1
R0551,L020,L061,0.11
R0552,L020,L064,0.12
R0553,L020,L065,0.1
R0554,L020,L071,0.1
R0555,L020,L072,0.1
R0556,L020,L074,0.1
R0557,L020,L078,0.1
R0558,L020,L083,0.1
R0559,L020,L084,0.1
R0560,L020,L085,0.11
R0561,L020,L088,0.11
R0562,L020,L090,3.44
R0563,L020,L094,3.45
R0564,L020,L095,3.44
R0565,L020,L096,3.45
R0566,L020,L097,3.44
R0567,L020,L100,0.84
R0568,L021,L003,0.1
R0569,L021,L007,0.12
R0570,L021,L009,0.1
R0571,L021,L015,0.1
R0572,L021,L018,0.1
R0573,L021,L019,0.14
R0574,L021,L022,0.1
R0575,L021,L032,0.19
R0576,L021,L035,0.14
R0577,L021,L041,0.17
R0578,L021,L042,0.12
R0579,L021,L044,0.24
R0580,L021,L047,0.15
R0581,L021,L049,0.14
R0582,L021,L057,0.11
R0583,L021,L064,0.1
R0584,L021,L065,0.14
R0585,L021,L069,0.19
R0586,L021,L072,0.14
R0587,L021,L074,0.11
R0588,L021,L091,3.32
R0589,L021,L092,3.35
R0590,L021,L094,3.33
R0591,L021,L095,3.31
R0592,L022,L003,0.1
R0593,L022,L008,0.1
R0594,L022,L010,0.1
R0595,L022,L011,0.24
R0596,L022,L014,0.1
R0597,L022,L020,0.13
R0598,L022,L023,0.1
R0599,L022,L024,0.13
R0600,L022,L032,0.18
R0601,L022,L033,0.1
R0602,L022,L034,0.14
R0603,L022,L036,0.13
R0604,L022,L037,0.1
R0605,L022,L042,0.11
R0606,L022,L043,0.1
R0607,L022,L045,0.1
R0608,L022,L051,0.1
R0609,L022,L055,0.1
R0610,L022,L058,0.1
R0611,L022,L060,0.1
R0612,L022,L061,0.24
R0613,L022,L063,0.23
R0614,L022,L066,0.14
R0615,L022,L068,0.1
R0616,L022,L070,0.1
R0617,L022,L074,0.1
R0618,L022,L076,0.1
R0619,L022,L082,0.1
R0620,L022,L084,0.11
R0621,L022,L087,0.1
R0622,L022,L091,3.33
R0623,L022,L093,3.35
R0624,L022,L097,3.33
R0625,L022,L099,0.71
R0626,L023,L002,0.1
R0627,L023,L005,0.1
R0628,L023,L012,0.13
R0629,L023,L015,0.13
R0630,L023,L021,0.11
R0631,L023,L024,0.1
R0632,L023,L025,0.13
R0633,L023,L026,0.1
R0634,L023,L028,0.1
R0635,L023,L029,0.1
R0636,L023,L031,0.1
R0637,L023,L033,0.1
R0638,L023,L034,0.1
R0639,L023,L037,0.1
R0640,L023,L040,0.1
R0641,L023,L044,0.14
R0642,L023,L049,0.1
R0643,L023,L050,0.16
R0644,L023,L053,0.1
R0645,L023,L059,0.1
R0646,L023,L061,0.15
R0647,L023,L063,0.14
R0648,L023,L065,0.1
R0649,L023,L072,0.1
R0650,L023,L073,0.1
R0651,L023,L076,0.1
R0652,L023,L079,0.1
R0653,L023,L080,0.14
R0654,L023,L083,0.1
R0655,L023,L084,0.1
R0656,L023,L085,0.15
R0657,L023,L091,3.42
R0658,L023,L100,0.81
R0659,L024,L003,0.16
R0660,L024,L005,0.1
R0661,L024,L011,0.12
R0662,L024,L018,0.1
R0663,L024,L022,0.13
R0664,L024,L026,0.1
R0665,L024,L028,0.1
R0666,L024,L029,0.1
R0667,L024,L033,0.14
R0668,L024,L041,0.1
R0669,L024,L049,0.1
R0670,L024,L050,0.12
R0671,L024,L051,0.12
R0672,L024,L053,0.12
R0673,L024,L054,0.1
R0674,L024,L056,0.1
R0675,L024,L059,0.1
R0676,L024,L064,0.12
R0677,L024,L065,0.1
R0678,L024,L067,0.12
R0679,L024,L074,0.1
R0680,L024,L077,0.1
R0681,L024,L079,0.14
R0682,L024,L080,0.11
R0683,L024,L081,0.13
R0684,L024,L086,0.1
R0685,L024,L095,3.44
R0686,L024,L096,3.45
R0687,L024,L098,0.8
R0688,L024,L100,0.84
R0689,L025,L003,0.1
R0690,L025,L004,0.14
R0691,L025,L005,0.14
R0692,L025,L007,0.14
R0693,L025,L009,0.1
R0694,L025,L012,0.1
R0695,L025,L013,0.1
R0696,L025,L014,0.13
R0697,L025,L015,0.1
R0698,L025,L020,0.17
R0699,L025,L029,0.16
R0700,L025,L033,0.1
R0701,L025,L034,0.17
R0702,L025,L035,0.17
R0703,L025,L037,0.13
R0704,L025,L039,0.1
R0705,L025,L042,0.14
R0706,L025,L043,0.13
R0707,L025,L050,0.28
R0708,L025,L051,0.1
R0709,L025,L053,0.1
R0710,L025,L054,0.13
R0711,L025,L055,0.14
R0712,L025,L057,0.14
R0713,L025,L059,0.14
R0714,L025,L061,0.27
R0715,L025,L063,0.26
R0716,L025,L069,0.21
R0717,L025,L075,0.21
R0718,L025,L080,0.25
R0719,L025,L081,0.27
R0720,L025,L087,0.13
R0721,L025,L088,0.27
R0722,L025,L090,3.29
R0723,L025,L091,3.3
R0724,L025,L097,3.29
R0725,L025,L098,0.63
R0726,L025,L099,0.68
R0727,L026,L003,0.13
R0728,L026,L009,0.14
R0729,L026,L011,0.14
R0730,L026,L018,0.1
R0731,L026,L021,0.11
R0732,L026,L023,0.1
R0733,L026,L024,0.1
R0734,L026,L031,0.1
R0735,L026,L032,0.1
R0736,L026,L034,0.1
R0737,L026,L037,0.1
R0738,L026,L043,0.1
R0739,L026,L044,0.13
R0740,L026,L054,0.1
R0741,L026,L055,0.1
R0742,L026,L057,0.1
R0743,L026,L058,0.1
R0744,L026,L059,0.1
R0745,L026,L063,0.13
R0746,L026,L064,0.1
R0747,L026,L065,0.1
R0748,L026,L074,0.1
R0749,L026,L077,0.1
R0750,L026,L082,0.1
R0751,L026,L085,0.14
R0752,L026,L096,3.42
R0753,L027,L017,0.1
R0754,L027,L018,0.1
R0755,L027,L019,0.1
R0756,L027,L021,0.2
R0757,L027,L028,0.1
R0758,L027,L029,0.1
R0759,L027,L031,0.1
R0760,L027,L037,0.1
R0761,L027,L044,0.1
R0762,L027,L047,0.1
R0763,L027,L051,0.17
R0764,L027,L052,0.1
R0765,L027,L053,0.17
R0766,L027,L056,0.1
R0767,L027,L057,0.1
R0768,L027,L061,0.1
R0769,L027,L067,0.1
R0770,L027,L070,0.17
R0771,L027,L072,0.1
R0772,L027,L074,0.1
R0773,L027,L076,0.15
R0774,L027,L077,0.16
R0775,L027,L079,0.19
R0776,L027,L083,0.1
R0777,L027,L084,0.1
R0778,L027,L088,0.1
R0779,L027,L089,0.1
R0780,L027,L090,3.48
R0781,L027,L095,3.48
R0782,L027,L096,3.49
R0783,L027,L097,3.48
R0784,L028,L002,0.1
R0785,L028,L005,0.1
R0786,L028,L007,0.1
R0787,L028,L014,0.1
R0788,L028,L018,0.1
R0789,L028,L022,0.11
R0790,L028,L031,0.1
R0791,L028,L037,0.1
R0792,L028,L040,0.1
R0793,L028,L041,0.1
R0794,L028,L049,0.1
R0795,L028,L053,0.1
R0796,L028,L058,0.1
R0797,L028,L064,0.1
R0798,L028,L065,0.1
R0799,L028,L067,0.14
R0800,L028,L075,0.1
R0801,L028,L076,0.1
R0802,L028,L079,0.11
R0803,L028,L085,0.14
R0804,L028,L092,3.46
R0805,L028,L094,3.43
R0806,L029,L003,0.16
R0807,L029,L009,0.16
R0808,L029,L013,0.13
R0809,L029,L014,0.1
R0810,L029,L018,0.1
R0811,L029,L020,0.1
R0812,L029,L024,0.1
R0813,L029,L025,0.16
R0814,L029,L034,0.1
R0815,L029,L038,0.1
R0816,L029,L042,0.1
R0817,L029,L053,0.11
R0818,L029,L054,0.1
R0819,L029,L056,0.1
R0820,L029,L058,0.1
R0821,L029,L060,0.1
R0822,L029,L076,0.1
R0823,L029,L078,0.1
R0824,L029,L080,0.11
R0825,L029,L083,0.1
R0826,L029,L087,0.1
R0827,L029,L089,0.1
R0828,L029,L096,3.45
R0829,L029,L098,0.8
R0830,L029,L099,0.84
R0831,L030,L010,0.14
R0832,L030,L011,0.15
R0833,L030,L012,0.13
R0834,L030,L013,0.1
R0835,L030,L016,0.1
R0836,L030,L026,0.1
R0837,L030,L029,0.1
R0838,L030,L032,0.1
R0839,L030,L033,0.1
R0840,L030,L038,0.1
R0841,L030,L040,0.1
R0842,L030,L041,0.1
R0843,L030,L054,0.1
R0844,L030,L055,0.1
R0845,L030,L058,0.1
R0846,L030,L062,0.1
R0847,L030,L064,0.1
R0848,L030,L065,0.1
R0849,L030,L067,0.15
R0850,L030,L077,0.1
R0851,L030,L078,0.1
R0852,L030,L079,0.1
R0853,L030,L081,0.16
R0854,L030,L091,3.41
R0855,L030,L092,3.44
R0856,L030,L096,3.41
R0857,L030,L100,0.8
R0858,L031,L013,0.14
R0859,L031,L015,0.18
R0860,L031,L021,0.15
R0861,L031,L025,0.18
R0862,L031,L026,0.1
R0863,L031,L027,0.1
R0864,L031,L032,0.1
R0865,L031,L035,0.1
R0866,L031,L042,0.1
R0867,L031,L044,0.1
R0868,L031,L048,0.1
R0869,L031,L051,0.13
R0870,L031,L056,0.1
R0871,L031,L057,0.1
R0872,L031,L063,0.1
R0873,L031,L065,0.1
R0874,L031,L074,0.1
R0875,L031,L077,0.11
R0876,L031,L080,0.1
R0877,L031,L083,0.1
R0878,L031,L084,0.1
R0879,L031,L085,0.11
R0880,L031,L092,3.49
R0881,L031,L094,3.46
R0882,L031,L095,3.45
R0883,L031,L096,3.46
R0884,L031,L100,0.85
R0885,L032,L014,0.1
R0886,L032,L018,0.1
R0887,L032,L026,0.1
R0888,L032,L029,0.1
R0889,L032,L036,0.1
R0890,L032,L037,0.1
R0891,L032,L040,0.1
R0892,L032,L042,0.1
R0893,L032,L048,0.1
R0894,L032,L055,0.1
R0895,L032,L061,0.1
R0896,L032,L073,0.1
R0897,L032,L080,0.1
R0898,L032,L088,0.1
R0899,L032,L090,3.47
R0900,L032,L091,3.48
R0901,L032,L092,3.51
R0902,L032,L098,0.85
R0903,L033,L002,0.1
R0904,L033,L006,0.11
R0905,L033,L007,0.11
R0906,L033,L009,0.1
R0907,L033,L010,0.1
R0908,L033,L015,0.1
R0909,L033,L021,0.1
R0910,L033,L025,0.1
R0911,L033,L027,0.19
R0912,L033,L032,0.19
R0913,L033,L039,0.1
R0914,L033,L040,0.15
R0915,L033,L042,0.11
R0916,L033,L043,0.1
R0917,L033,L045,0.1
R0918,L033,L046,0.1
R0919,L033,L049,0.13
R0920,L033,L061,0.24
R0921,L033,L070,0.1
R0922,L033,L071,0.13
R0923,L033,L072,0.13
R0924,L033,L075,0.18
R0925,L033,L084,0.11
R0926,L033,L088,0.24
R0927,L033,L089,0.14
R0928,L033,L096,3.33
R0929,L033,L099,0.71
R0930,L034,L002,0.11
R0931,L034,L009,0.17
R0932,L034,L011,0.11
R0933,L034,L013,0.13
R0934,L034,L014,0.1
R0935,L034,L015,0.18
R0936,L034,L021,0.15
R0937,L034,L022,0.14
R0938,L034,L023,0.1
R0939,L034,L024,0.1
R0940,L034,L027,0.1
R0941,L034,L029,0.1
R0942,L034,L030,0.1
R0943,L034,L036,0.1
R0944,L034,L044,0.1
R0945,L034,L046,0.12
R0946,L034,L047,0.1
R0947,L034,L049,0.1
R0948,L034,L053,0.12
R0949,L034,L064,0.12
R0950,L034,L068,0.1
R0951,L034,L069,0.1
R0952,L034,L070,0.12
R0953,L034,L071,0.1
R0954,L034,L073,0.1
R0955,L034,L075,0.1
R0956,L034,L079,0.14
R0957,L034,L081,0.12
R0958,L034,L083,0.1
R0959,L034,L087,0.1
R0960,L034,L093,3.47
R0961,L034,L097,3.45
R0962,L035,L007,0.1
R0963,L035,L008,0.11
R0964,L035,L013,0.13
R0965,L035,L017,0.1
R0966,L035,L019,0.1
R0967,L035,L020,0.1
R0968,L035,L031,0.1
R0969,L035,L032,0.1
R0970,L035,L037,0.1
R0971,L035,L047,0.1
R0972,L035,L049,0.1
R0973,L035,L053,0.12
R0974,L035,L054,0.1
R0975,L035,L057,0.1
R0976,L035,L062,0.1
R0977,L035,L071,0.1
R0978,L035,L073,0.1
R0979,L035,L077,0.1
R0980,L035,L078,0.1
R0981,L035,L082,0.1
R0982,L035,L083,0.1
R0983,L035,L085,0.11
R0984,L035,L088,0.11
R0985,L035,L090,3.44
R0986,L035,L096,3.45
R0987,L035,L097,3.44
R0988,L036,L002,0.1
R0989,L036,L004,0.1
R0990,L036,L007,0.1
R0991,L036,L008,0.1
R0992,L036,L009,0.16
R0993,L036,L011,0.13
R0994,L036,L015,0.17
R0995,L036,L016,0.1
R0996,L036,L017,0.1
R0997,L036,L027,0.1
