id_rute,asal,tujuan,jarak
R0354,L032,L040,0.1
R0355,L085,L052,0.12
R0356,L096,L061,3.51
R0357,L003,L080,0.25
R0358,L058,L034,0.1
R0359,L033,L099,0.71
R0360,L012,L030,0.13
R0361,L032,L026,0.1
R0362,L061,L062,0.14
R0363,L053,L058,0.1
R0364,L077,L006,0.1
R0365,L054,L050,0.16
R0366,L066,L015,0.18
R0367,L034,L081,0.12
R0368,L004,L040,0.1
R0369,L052,L089,0.1
R0370,L098,L074,0.77
R0371,L087,L074,0.1
R0372,L043,L004,0.1
R0373,L016,L059,0.1
R0374,L056,L095,3.48
R0375,L099,L075,0.89
R0376,L037,L091,3.42
R0377,L010,L092,3.36
R0378,L041,L070,0.16
R0379,L001,L043,0.1
R0380,L034,L049,0.1
R0381,L041,L097,3.49
R0382,L023,L039,0.14
R0383,L047,L006,0.1
R0384,L039,L011,0.28
R0385,L086,L095,3.44
R0386,L052,L093,3.47
R0387,L087,L069,0.1
R0388,L044,L098,0.89
R0389,L098,L087,0.77
R0390,L072,L053,0.11
R0391,L049,L051,0.11
R0392,L030,L047,0.1
R0393,L029,L100,0.84
R0394,L006,L098,0.77
R0395,L012,L029,0.17
R0396,L034,L044,0.1
R0397,L045,L053,0.1
R0398,L055,L085,0.14
R0399,L046,L027,0.17
R0400,L016,L004,0.1
