id_rute,asal,tujuan,jarak
R0199,L242,L489,0.1
R0200,L096,L255,2.57
R0201,L351,L252,0.11
R0202,L180,L370,5.14
R0203,L035,L052,0.1
R0204,L161,L091,4.1
R0205,L119,L274,6.01
R0206,L394,L070,1.07
R0207,L393,L254,0.1
R0208,L131,L105,0.24
R0209,L093,L487,2.61
R0210,L127,L363,6.3
R0211,L160,L168,0.1
R0212,L135,L111,0.11
R0213,L466,L359,0.1
R0214,L170,L446,5.01
R0215,L250,L326,0.11
R0216,L345,L069,1.18
R0217,L402,L460,0.1
R0218,L121,L032,7.18
R0219,L311,L192,4.97
R0220,L019,L429,1.22
R0221,L141,L275,6.25
R0222,L299,L074,1.18
R0223,L231,L434,0.1
R0224,L250,L447,0.18
R0225,L276,L356,0.1
R0226,L360,L206,0.1
R0227,L116,L483,6.22
R0228,L448,L404,0.1
R0229,L219,L086,1.21
R0230,L161,L490,5.12
R0231,L444,L061,1.31
R0232,L166,L425,5.1
R0233,L147,L183,7.55
R0234,L294,L116,6.22
R0235,L206,L269,0.1
R0236,L227,L441,0.1
R0237,L039,L241,1.04
R0238,L014,L068,0.1
R0239,L090,L057,3.41
R0240,L363,L481,0.1
R0241,L277,L069,1.19
R0242,L493,L447,0.1
R0243,L300,L281,0.1
R0244,L451,L450,0.1
R0245,L040,L470,1.22
R0246,L067,L195,7.0
R0247,L333,L085,1.31
R0248,L162,L432,4.96
R0249,L474,L289,0.1
R0250,L495,L083,1.22
R0251,L332,L205,0.1
R0252,L398,L416,0.1
R0253,L385,L217,0.1
R0254,L436,L033,1.07
R0255,L182,L037,4.97
R0256,L138,L376,5.98
R0257,L288,L055,1.16
R0258,L005,L112,7.38
R0259,L180,L229,5.15
R0260,L360,L425,0.1
R0261,L310,L079,1.1
R0262,L071,L322,1.2
R0263,L122,L108,0.1
R0264,L462,L027,1.25
R0265,L085,L226,1.32
R0266,L494,L016,1.18
R0267,L296,L260,0.1
R0268,L180,L494,5.0
R0269,L496,L434,0.1
R0270,L044,L453,1.3
R0271,L204,L442,0.1
R0272,L246,L179,4.95
R0273,L139,L053,7.25
R0274,L029,L181,4.93
R0275,L392,L004,1.18
R0276,L181,L315,4.99
R0277,L259,L234,0.11
R0278,L219,L161,5.12
R0279,L004,L273,1.2
R0280,L251,L495,0.1
R0281,L220,L162,4.96
R0282,L251,L086,1.2
R0283,L284,L412,0.1
R0284,L250,L270,0.25
R0285,L390,L430,0.1
R0286,L316,L215,0.1
R0287,L422,L233,0.1
R0288,L252,L496,0.1
R0289,L218,L354,0.1
R0290,L488,L178,5.11
R0291,L280,L149,5.97
R0292,L198,L259,0.14
R0293,L055,L476,1.11
R0294,L472,L090,2.49
R0295,L214,L469,0.11
R0296,L041,L168,5.03
R0297,L374,L197,5.65
R0298,L062,L047,0.1
R0299,L032,L204,1.28
R0300,L304,L483,0.1
R0301,L360,L006,1.19
R0302,L168,L479,5.11
R0303,L140,L231,6.01
R0304,L040,L293,1.21
R0305,L425,L400,0.1
R0306,L110,L245,6.27
R0307,L161,L061,4.89
R0308,L348,L302,0.12
R0309,L358,L346,0.1
R0310,L043,L191,4.93
R0311,L289,L103,6.24
R0312,L275,L168,5.02
R0313,L040,L185,4.92
R0314,L420,L177,5.11
R0315,L026,L403,1.17
R0316,L156,L253,6.17
R0317,L063,L025,0.26
R0318,L291,L032,1.22
R0319,L285,L254,0.15
R0320,L445,L355,0.21
R0321,L001,L315,1.11
R0322,L295,L038,1.14
R0323,L374,L331,0.12
R0324,L036,L272,1.2
R0325,L029,L004,0.1
R0326,L133,L470,6.24
R0327,L495,L328,0.19
R0328,L153,L448,6.25
R0329,L386,L421,0.1
R0330,L141,L065,7.43
R0331,L394,L282,0.1
R0332,L166,L009,4.96
R0333,L213,L090,2.56
R0334,L317,L327,0.1
R0335,L383,L272,0.1
R0336,L208,L011,1.32
R0337,L331,L347,0.1
R0338,L276,L411,0.1
R0339,L476,L436,0.16
R0340,L217,L096,2.56
R0341,L409,L266,0.11
R0342,L039,L175,4.95
R0343,L426,L355,0.1
R0344,L257,L397,0.13
R0345,L234,L005,1.14
R0346,L148,L490,6.25
R0347,L235,L495,0.1
R0348,L195,L422,5.69
R0349,L030,L126,7.11
R0350,L242,L125,6.04
R0351,L441,L334,0.1
R0352,L388,L099,0.37
R0353,L016,L047,0.1
R0354,L148,L117,0.31
R0355,L147,L009,6.99
R0356,L127,L143,0.25
R0357,L115,L434,6.24
R0358,L295,L401,0.1
R0359,L368,L242,0.1
R0360,L339,L444,0.1
R0361,L299,L371,0.1
R0362,L259,L335,0.1
R0363,L380,L216,0.1
R0364,L256,L266,0.1
R0365,L357,L232,0.1
R0366,L297,L038,1.17
R0367,L261,L115,6.28
R0368,L266,L459,0.12
R0369,L003,L494,1.06
R0370,L052,L270,1.22
R0371,L206,L036,1.2
R0372,L188,L167,0.1
R0373,L149,L059,7.12
R0374,L234,L283,0.1
R0375,L146,L399,6.13
R0376,L415,L066,1.21
R0377,L380,L337,0.11
R0378,L236,L472,0.1
R0379,L049,L237,1.2
R0380,L384,L078,1.15
R0381,L202,L187,5.18
R0382,L394,L128,6.04
R0383,L092,L055,3.45
R0384,L121,L198,5.96
R0385,L109,L080,7.24
R0386,L069,L452,1.2
R0387,L466,L008,1.13
R0388,L418,L197,5.71
R0389,L062,L004,0.1
R0390,L120,L274,5.99
R0391,L165,L425,5.09
R0392,L398,L484,0.1
R0393,L184,L295,4.99
R0394,L049,L070,0.11
R0395,L032,L426,1.27
R0396,L115,L015,7.23
R0397,L254,L210,0.1
R0398,L172,L406,5.0
R0399,L430,L292,0.1
R0400,L282,L128,6.13
R0401,L112,L391,6.24
R0402,L402,L230,0.1
R0403,L238,L387,0.1
R0404,L102,L197,1.57
R0405,L236,L426,0.1
R0406,L242,L357,0.11
R0407,L055,L122,7.38
R0408,L154,L244,6.06
R0409,L208,L364,0.1
R0410,L192,L356,4.97
R0411,L325,L391,0.1
R0412,L078,L254,1.17
R0413,L059,L012,0.14
R0414,L330,L326,0.11
R0415,L075,L365,1.24
R0416,L335,L441,0.1
R0417,L370,L133,6.26
R0418,L456,L322,0.11
R0419,L288,L100,0.46
R0420,L285,L031,1.22
R0421,L182,L347,5.02
R0422,L203,L141,6.27
R0423,L215,L115,6.25
R0424,L440,L499,0.1
R0425,L128,L492,6.15
R0426,L244,L029,1.14
R0427,L063,L103,7.48
R0428,L073,L296,1.16
R0429,L183,L284,5.1
R0430,L321,L254,0.1
R0431,L468,L273,0.17
R0432,L090,L321,2.57
R0433,L282,L262,0.1
R0434,L442,L400,0.18
R0435,L045,L206,1.1
R0436,L171,L431,5.18
R0437,L324,L264,0.11
R0438,L391,L025,1.06
R0439,L296,L053,1.09
R0440,L148,L038,7.36
R0441,L178,L326,5.0
R0442,L043,L138,7.1
R0443,L396,L405,0.1
R0444,L154,L463,6.02
R0445,L361,L447,0.11
R0446,L497,L228,0.1
R0447,L025,L498,0.98
R0448,L071,L056,0.1
R0449,L444,L338,0.11
R0450,L062,L007,0.1
R0451,L074,L210,1.2
R0452,L233,L383,0.1
R0453,L054,L152,7.09
R0454,L369,L164,4.86
R0455,L384,L143,6.06
R0456,L203,L131,5.99
R0457,L471,L031,1.2
R0458,L412,L390,0.1
R0459,L331,L402,0.12
R0460,L042,L299,1.18
R0461,L401,L497,0.1
R0462,L074,L102,7.37
R0463,L434,L265,0.1
R0464,L348,L082,1.13
R0465,L477,L492,0.19
R0466,L403,L277,0.1
R0467,L484,L351,0.12
R0468,L081,L226,1.33
R0469,L449,L393,0.11
R0470,L105,L211,6.21
R0471,L204,L333,0.13
R0472,L049,L459,1.15
R0473,L264,L204,0.1
R0474,L101,L326,0.41
R0475,L200,L448,0.1
R0476,L065,L403,1.19
R0477,L142,L098,6.34
R0478,L186,L284,5.1
R0479,L449,L020,1.22
R0480,L293,L267,0.1
R0481,L023,L406,1.11
R0482,L285,L263,0.1
R0483,L155,L333,5.98
R0484,L063,L070,0.21
R0485,L341,L423,0.1
R0486,L035,L008,0.11
R0487,L044,L056,0.1
R0488,L067,L305,1.32
R0489,L294,L347,0.1
R0490,L276,L070,1.06
R0491,L449,L141,6.26
R0492,L054,L106,7.11
R0493,L285,L384,0.1
R0494,L118,L127,0.27
R0495,L329,L490,0.1
R0496,L212,L170,5.01
R0497,L178,L028,4.93
R0498,L358,L224,0.1
R0499,L289,L390,0.1
R0500,L309,L368,0.17
R0501,L042,L024,0.1
R0502,L192,L457,4.96
R0503,L498,L011,1.25
R0504,L072,L168,4.93
R0505,L267,L227,0.1
R0506,L337,L322,0.11
R0507,L476,L337,0.15
R0508,L014,L312,1.16
R0509,L060,L050,0.21
R0510,L399,L382,0.1
R0511,L072,L024,0.1
R0512,L434,L376,0.1
R0513,L231,L053,1.11
R0514,L236,L131,6.02
R0515,L113,L326,6.21
R0516,L328,L214,0.1
R0517,L388,L494,0.1
R0518,L483,L237,0.1
R0519,L283,L328,0.12
R0520,L049,L161,4.95
R0521,L498,L253,0.1
R0522,L269,L164,4.95
R0523,L455,L291,0.15
R0524,L342,L005,1.13
R0525,L496,L063,1.3
R0526,L395,L160,5.18
R0527,L111,L221,6.14
R0528,L164,L084,4.8
R0529,L168,L383,5.11
R0530,L458,L036,1.2
R0531,L023,L373,1.18
R0532,L443,L438,0.1
R0533,L491,L069,1.2
R0534,L182,L137,7.53
R0535,L079,L390,1.11
R0536,L280,L151,5.95
R0537,L291,L309,0.1
R0538,L336,L051,1.08
R0539,L340,L201,0.1
R0540,L097,L480,2.53
R0541,L105,L155,0.24
R0542,L185,L035,4.93
R0543,L450,L189,5.12
R0544,L272,L188,5.13
R0545,L077,L092,3.38
R0546,L049,L259,1.21
R0547,L416,L461,0.1
R0548,L455,L389,0.1
R0549,L428,L435,0.1
R0550,L327,L469,0.1
R0551,L230,L307,0.1
R0552,L411,L202,0.1
R0553,L238,L396,0.1
R0554,L347,L074,1.12
R0555,L389,L336,0.1
R0556,L140,L269,6.01
R0557,L040,L331,1.15
R0558,L348,L304,0.18
R0559,L379,L371,0.1
R0560,L297,L338,0.12
R0561,L089,L309,1.21
R0562,L412,L059,1.19
R0563,L146,L434,6.13
R0564,L158,L408,5.1
R0565,L169,L417,5.0
R0566,L037,L118,7.14
R0567,L248,L338,0.12
R0568,L039,L344,1.04
R0569,L297,L230,0.1
R0570,L135,L397,6.04
R0571,L403,L211,0.1
R0572,L404,L176,5.16
R0573,L085,L316,1.31
R0574,L090,L016,3.41
R0575,L116,L154,0.26
R0576,L056,L252,1.25
R0577,L324,L332,0.1
R0578,L331,L228,0.1
R0579,L392,L058,1.17
R0580,L383,L009,1.04
R0581,L479,L471,0.1
R0582,L077,L311,1.11
R0583,L203,L307,0.1
R0584,L484,L177,5.09
R0585,L495,L415,0.1
R0586,L276,L148,6.27
R0587,L032,L425,1.27
R0588,L159,L237,4.99
R0589,L362,L071,1.21
R0590,L425,L356,0.1
R0591,L499,L305,0.13
R0592,L197,L120,1.57
R0593,L366,L041,1.14
R0594,L095,L072,3.43
R0595,L166,L361,5.01
R0596,L106,L267,6.05
R0597,L053,L075,0.16
R0598,L132,L368,6.09
R0599,L003,L483,1.07
R0600,L400,L448,0.1
R0601,L371,L012,1.04
R0602,L268,L265,0.1
R0603,L134,L185,7.59
R0604,L294,L137,6.0
R0605,L370,L312,0.1
R0606,L342,L479,0.1
R0607,L335,L440,0.11
R0608,L482,L373,0.11
R0609,L293,L214,0.11
R0610,L124,L256,6.0
R0611,L494,L204,0.1
R0612,L484,L419,0.1
R0613,L180,L273,5.17
R0614,L040,L262,1.23
R0615,L301,L154,6.08
R0616,L241,L023,1.17
R0617,L137,L231,6.01
R0618,L352,L156,6.21
R0619,L488,L016,1.17
R0620,L312,L348,0.1
R0621,L025,L026,0.14
R0622,L399,L087,1.2
R0623,L161,L295,5.0
R0624,L391,L083,1.22
R0625,L093,L426,2.58
R0626,L235,L330,0.1
R0627,L040,L154,7.18
R0628,L129,L348,6.05
R0629,L210,L422,0.1
R0630,L176,L280,5.02
R0631,L174,L499,5.01
R0632,L169,L155,7.54
R0633,L196,L258,5.7
R0634,L289,L337,0.1
R0635,L410,L447,0.1
R0636,L047,L315,1.14
R0637,L087,L351,1.1
R0638,L294,L006,1.18
R0639,L118,L195,1.45
R0640,L005,L434,1.18
R0641,L192,L489,4.87
R0642,L327,L305,0.1
R0643,L179,L061,4.74
R0644,L070,L154,7.06
R0645,L107,L301,6.09
R0646,L005,L290,1.1
R0647,L463,L085,1.32
R0648,L457,L154,6.01
R0649,L234,L262,0.1
R0650,L142,L444,5.98
R0651,L485,L109,6.06
R0652,L228,L038,1.1
R0653,L211,L394,0.14
R0654,L159,L204,4.98
R0655,L343,L025,1.03
R0656,L239,L462,0.11
R0657,L279,L269,0.11
R0658,L169,L397,4.97
R0659,L486,L190,5.14
R0660,L460,L052,1.18
R0661,L063,L007,0.12
R0662,L168,L438,5.04
R0663,L317,L152,5.97
R0664,L280,L350,0.1
R0665,L428,L248,0.1
R0666,L395,L071,1.23
R0667,L009,L301,0.97
R0668,L206,L257,0.1
R0669,L204,L476,0.21
R0670,L499,L393,0.15
R0671,L212,L071,1.21
R0672,L056,L232,1.19
R0673,L272,L122,6.25
R0674,L471,L331,0.1
R0675,L357,L309,0.1
R0676,L126,L413,5.99
R0677,L329,L247,0.1
R0678,L331,L028,1.11
R0679,L409,L127,6.25
R0680,L251,L444,0.1
R0681,L164,L296,4.97
R0682,L059,L014,0.1
R0683,L244,L139,6.26
R0684,L270,L048,1.22
R0685,L257,L078,1.16
R0686,L308,L160,5.11
R0687,L185,L355,5.17
R0688,L092,L276,2.6
R0689,L486,L203,0.1
R0690,L189,L474,5.09
R0691,L122,L155,0.32
R0692,L013,L248,1.09
R0693,L342,L158,5.15
R0694,L014,L213,1.17
R0695,L059,L135,7.15
R0696,L121,L455,5.98
R0697,L480,L128,6.02
R0698,L009,L134,7.03
R0699,L322,L365,0.1
R0700,L148,L063,7.49
R0701,L219,L352,0.1
R0702,L227,L213,0.1
R0703,L024,L113,7.4
R0704,L136,L174,7.92
R0705,L127,L390,6.24
R0706,L388,L022,1.09
R0707,L129,L027,7.18
R0708,L017,L231,1.22
R0709,L426,L399,0.1
R0710,L217,L405,0.12
R0711,L499,L383,0.11
R0712,L456,L278,0.11
R0713,L323,L014,1.17
R0714,L347,L371,0.1
R0715,L228,L005,1.11
R0716,L427,L251,0.1
R0717,L077,L281,1.09
R0718,L459,L203,0.11
R0719,L121,L324,5.99
R0720,L217,L261,0.11
R0721,L390,L369,0.11
R0722,L387,L443,0.1
R0723,L395,L038,1.19
R0724,L172,L146,7.76
R0725,L446,L120,6.04
R0726,L332,L098,0.47
R0727,L325,L059,1.18
R0728,L229,L271,0.1
R0729,L315,L274,0.12
R0730,L405,L204,0.1
R0731,L426,L147,5.98
R0732,L391,L040,1.23
R0733,L216,L188,5.12
R0734,L126,L380,6.0
R0735,L181,L087,4.93
R0736,L446,L470,0.12
R0737,L253,L075,1.18
R0738,L278,L019,1.2
R0739,L156,L408,6.13
R0740,L041,L192,4.89
R0741,L114,L262,5.95
R0742,L080,L040,0.1
R0743,L090,L313,2.54
R0744,L434,L123,6.25
R0745,L018,L065,0.1
R0746,L097,L358,2.56
R0747,L242,L447,0.1
R0748,L054,L396,1.16
R0749,L314,L472,0.1
R0750,L126,L272,6.0
R0751,L227,L324,0.1
R0752,L486,L435,0.1
R0753,L400,L395,0.1
R0754,L150,L220,6.03
R0755,L356,L325,0.1
R0756,L008,L136,7.37
R0757,L147,L331,6.04
R0758,L173,L432,5.13
R0759,L462,L306,0.1
R0760,L134,L361,6.07
R0761,L024,L489,1.2
R0762,L365,L144,6.05
R0763,L083,L166,4.94
R0764,L177,L359,5.11
R0765,L114,L419,5.98
R0766,L223,L060,1.12
R0767,L449,L372,0.11
R0768,L105,L190,7.75
R0769,L446,L074,1.1
R0770,L452,L154,6.1
R0771,L237,L345,0.1
R0772,L259,L104,6.01
R0773,L463,L428,0.1
R0774,L377,L096,2.5
R0775,L382,L174,5.11
R0776,L052,L448,1.2
R0777,L288,L167,5.06
R0778,L172,L221,5.18
R0779,L146,L348,6.21
R0780,L327,L131,5.99
R0781,L408,L204,0.13
R0782,L199,L210,0.15
R0783,L165,L446,4.99
R0784,L007,L009,0.14
R0785,L116,L441,6.24
R0786,L306,L193,5.12
R0787,L048,L306,1.19
R0788,L438,L232,0.1
R0789,L264,L461,0.16
R0790,L330,L406,0.12
R0791,L014,L435,1.18
R0792,L025,L444,1.04
R0793,L181,L054,4.93
R0794,L221,L090,2.61
R0795,L059,L177,4.93
R0796,L466,L415,0.1
R0797,L235,L290,0.1
R0798,L375,L413,0.1
R0799,L114,L229,6.0
R0800,L233,L329,0.1
R0801,L394,L283,0.15
R0802,L171,L125,7.6
R0803,L373,L080,1.3
R0804,L317,L328,0.12
R0805,L469,L313,0.1
R0806,L035,L121,7.14
R0807,L250,L009,0.95
R0808,L059,L478,1.19
R0809,L027,L080,0.1
R0810,L018,L297,1.17
R0811,L039,L091,3.3
R0812,L090,L136,4.44
R0813,L106,L266,5.99
R0814,L435,L176,5.16
R0815,L272,L069,1.26
R0816,L398,L145,6.0
R0817,L244,L050,1.25
R0818,L128,L284,6.07
R0819,L422,L093,2.58
R0820,L213,L248,0.1
R0821,L398,L410,0.1
R0822,L373,L237,0.1
R0823,L190,L344,5.1
R0824,L378,L315,0.16
R0825,L187,L375,5.1
R0826,L099,L491,0.31
R0827,L124,L435,6.0
R0828,L311,L261,0.12
R0829,L393,L071,1.14
R0830,L041,L257,1.2
R0831,L370,L167,5.09
R0832,L147,L275,5.98
R0833,L236,L087,1.11
R0834,L188,L047,4.95
R0835,L402,L156,6.13
R0836,L379,L252,0.1
R0837,L124,L291,5.98
R0838,L130,L371,5.98
R0839,L468,L366,0.11
R0840,L040,L068,0.1
R0841,L359,L459,0.11
R0842,L100,L464,0.48
R0843,L391,L082,1.19
R0844,L382,L033,1.08
R0845,L050,L463,1.33
R0846,L280,L251,0.1
R0847,L226,L280,0.18
R0848,L486,L356,0.1
R0849,L204,L112,6.2
R0850,L028,L444,1.18
R0851,L322,L253,0.12
R0852,L072,L258,1.19
R0853,L293,L226,0.1
R0854,L044,L159,4.88
R0855,L494,L216,0.11
R0856,L095,L470,2.57
R0857,L230,L286,0.1
R0858,L196,L293,5.7
R0859,L411,L181,5.11
R0860,L316,L209,0.1
R0861,L221,L057,1.19
R0862,L036,L420,1.2
R0863,L493,L107,6.03
R0864,L357,L246,0.11
R0865,L467,L234,0.1
R0866,L053,L365,1.09
R0867,L274,L333,0.1
R0868,L483,L363,0.1
R0869,L475,L359,0.1
R0870,L165,L053,4.9
R0871,L476,L440,0.14
R0872,L100,L189,4.8
R0873,L194,L345,5.75
R0874,L435,L408,0.1
R0875,L407,L489,0.1
R0876,L402,L231,0.1
R0877,L321,L157,6.02
R0878,L260,L147,6.0
R0879,L172,L034,4.93
R0880,L309,L448,0.1
R0881,L067,L277,1.25
R0882,L188,L387,5.17
R0883,L098,L493,0.45
R0884,L390,L113,6.2
R0885,L354,L190,4.99
R0886,L493,L385,0.1
R0887,L460,L208,0.1
R0888,L197,L472,5.65
R0889,L102,L463,6.24
R0890,L397,L417,0.1
R0891,L060,L094,3.35
R0892,L346,L042,1.21
R0893,L130,L338,5.98
R0894,L425,L335,0.1
R0895,L337,L222,0.1
R0896,L222,L421,0.11
R0897,L323,L095,2.57
R0898,L139,L423,6.22
R0899,L339,L448,0.1
R0900,L185,L390,5.08
R0901,L359,L426,0.1
R0902,L109,L480,5.97
R0903,L023,L440,1.1
R0904,L128,L493,6.07
R0905,L023,L211,1.17
R0906,L258,L114,6.0
R0907,L016,L172,4.93
R0908,L331,L184,5.0
R0909,L276,L248,0.1
R0910,L132,L383,6.0
R0911,L119,L035,7.16
R0912,L300,L196,5.68
R0913,L170,L495,5.19
R0914,L325,L140,6.02
R0915,L235,L332,0.1
R0916,L079,L084,0.11
R0917,L323,L481,0.1
R0918,L131,L396,5.96
R0919,L461,L042,1.2
R0920,L286,L153,6.24
R0921,L373,L158,5.09
R0922,L278,L149,6.0
R0923,L103,L068,7.36
R0924,L093,L140,4.08
R0925,L165,L128,7.59
R0926,L349,L474,0.1
R0927,L056,L221,1.28
R0928,L499,L153,6.3
R0929,L180,L373,5.09
R0930,L214,L286,0.1
R0931,L120,L242,6.01
R0932,L125,L357,6.06
R0933,L340,L245,0.1
R0934,L399,L331,0.18
R0935,L111,L193,7.64
R0936,L349,L330,0.1
R0937,L103,L454,6.23
R0938,L339,L173,5.02
R0939,L115,L428,6.25
R0940,L088,L411,1.33
R0941,L002,L142,7.03
R0942,L249,L099,0.36
R0943,L060,L349,1.12
R0944,L269,L077,1.12
R0945,L052,L228,1.14
R0946,L405,L203,0.11
R0947,L360,L088,1.33
R0948,L224,L456,0.1
R0949,L343,L413,0.1
R0950,L224,L047,1.22
R0951,L382,L255,0.12
R0952,L394,L495,0.23
R0953,L199,L399,0.16
R0954,L052,L349,1.22
R0955,L347,L154,6.06
R0956,L279,L019,1.15
R0957,L042,L192,4.81
R0958,L027,L292,1.18
R0959,L182,L086,4.96
R0960,L240,L256,0.1
R0961,L301,L123,6.31
R0962,L425,L338,0.12
R0963,L170,L197,8.26
R0964,L302,L353,0.1
R0965,L322,L331,0.12
R0966,L289,L005,1.17
R0967,L079,L195,6.77
R0968,L255,L012,0.96
R0969,L224,L433,0.11
R0970,L051,L133,7.27
R0971,L219,L089,1.21
R0972,L236,L178,5.0
R0973,L189,L103,7.84
R0974,L112,L228,6.29
R0975,L125,L167,7.49
R0976,L452,L333,0.1
R0977,L275,L371,0.1
R0978,L329,L491,0.1
R0979,L442,L368,0.18
R0980,L225,L370,0.15
R0981,L258,L467,0.1
R0982,L198,L007,1.19
R0983,L312,L029,1.19
R0984,L155,L082,7.1
R0985,L227,L336,0.1
R0986,L187,L263,4.99
R0987,L238,L345,0.1
R0988,L306,L071,1.2
R0989,L350,L406,0.1
R0990,L101,L376,0.41
R0991,L019,L386,1.2
R0992,L361,L415,0.1
R0993,L174,L180,0.1
R0994,L448,L191,5.11
R0995,L099,L415,0.36
R0996,L395,L148,6.25
R0997,L152,L012,6.98
