id_rute,asal,tujuan,jarak
R0395,L062,L005,0.1
R0396,L008,L034,0.11
R0397,L048,L070,0.11
R0398,L068,L085,0.15
R0399,L027,L047,0.1
R0400,L071,L090,3.44
R0401,L091,L068,3.42
R0402,L037,L097,3.42
R0403,L030,L058,0.1
R0404,L076,L025,0.1
R0405,L096,L003,3.31
R0406,L042,L032,0.1
R0407,L061,L045,0.21
R0408,L013,L005,0.1
R0409,L026,L024,0.1
R0410,L053,L041,0.16
R0411,L065,L015,0.17
R0412,L011,L044,0.1
R0413,L057,L011,0.15
R0414,L055,L087,0.1
R0415,L015,L014,0.13
R0416,L034,L064,0.12
R0417,L074,L100,0.81
R0418,L021,L094,3.33
R0419,L100,L009,0.69
R0420,L046,L038,0.1
R0421,L038,L034,0.1
R0422,L079,L035,0.14
R0423,L099,L013,0.72
R0424,L003,L076,0.1
R0425,L015,L050,0.28
R0426,L002,L080,0.2
R0427,L008,L011,0.21
R0428,L067,L097,3.5
R0429,L014,L091,3.41
R0430,L100,L094,2.68
R0431,L099,L049,0.84
R0432,L071,L067,0.12
R0433,L090,L080,3.48
R0434,L017,L096,3.46
R0435,L064,L028,0.1
R0436,L009,L012,0.1
R0437,L095,L015,3.29
R0438,L006,L086,0.1
R0439,L074,L077,0.1
R0440,L094,L055,3.43
R0441,L026,L037,0.1
R0442,L032,L080,0.1
R0443,L038,L011,0.16
R0444,L057,L024,0.1
R0445,L003,L053,0.1
R0446,L023,L031,0.1
R0447,L067,L074,0.14
R0448,L068,L039,0.14
R0449,L087,L052,0.1
R0450,L039,L012,0.1
R0451,L052,L094,3.46
R0452,L099,L026,0.82
R0453,L091,L022,3.33
R0454,L083,L018,0.1
R0455,L048,L060,0.1
R0456,L028,L002,0.1
R0457,L006,L063,0.13
R0458,L018,L074,0.1
R0459,L064,L041,0.16
R0460,L010,L070,0.1
R0461,L029,L083,0.1
R0462,L062,L080,0.13
R0463,L081,L093,3.51
R0464,L061,L035,0.11
R0465,L053,L031,0.13
R0466,L031,L092,3.49
R0467,L003,L030,0.12
R0468,L035,L019,0.1
R0469,L094,L068,3.42
R0470,L068,L016,0.1
R0471,L013,L080,0.22
R0472,L025,L054,0.13
R0473,L071,L021,0.14
R0474,L004,L031,0.1
R0475,L090,L034,3.44
R0476,L036,L063,0.11
R0477,L037,L028,0.1
R0478,L056,L041,0.11
R0479,L014,L081,0.15
R0480,L060,L048,0.1
R0481,L025,L090,3.29
R0482,L066,L091,3.45
R0483,L071,L057,0.1
R0484,L058,L087,0.1
R0485,L029,L060,0.1
R0486,L095,L005,3.42
R0487,L051,L084,0.1
R0488,L074,L067,0.14
R0489,L075,L032,0.1
R0490,L020,L096,3.45
R0491,L094,L045,3.35
R0492,L086,L041,0.1
R0493,L098,L015,0.63
R0494,L003,L043,0.13
R0495,L085,L082,0.14
R0496,L023,L021,0.11
R0497,L097,L056,3.48
R0498,L068,L029,0.1
R0499,L013,L093,3.36
R0500,L087,L042,0.1
R0501,L005,L089,0.1
R0502,L033,L071,0.13
R0503,L071,L034,0.1
R0504,L017,L063,0.11
R0505,L056,L054,0.1
R0506,L097,L092,0.1
R0507,L039,L087,0.14
R0508,L064,L031,0.13
R0509,L050,L096,3.52
R0510,L070,L074,0.1
R0511,L030,L038,0.1
R0512,L022,L034,0.14
R0513,L062,L070,0.1
R0514,L008,L099,0.74
R0515,L081,L083,0.13
R0516,L042,L012,0.14
R0517,L086,L018,0.1
R0518,L051,L097,3.34
R0519,L092,L098,2.77
R0520,L043,L093,3.44
R0521,L003,L020,0.16
R0522,L063,L071,0.11
R0523,L009,L100,0.69
R0524,L075,L045,0.15
R0525,L021,L074,0.11
R0526,L067,L041,0.17
R0527,L068,L006,0.1
R0528,L013,L070,0.1
R0529,L087,L019,0.1
R0530,L024,L079,0.14
R0531,L052,L061,0.12
R0532,L071,L011,0.13
R0533,L085,L095,3.49
R0534,L017,L040,0.1
R0535,L029,L014,0.1
R0536,L088,L100,0.94
R0537,L072,L012,0.17
R0538,L083,L021,0.15
R0539,L078,L055,0.1
R0540,L022,L011,0.24
R0541,L027,L089,0.1
R0542,L062,L083,0.1
R0543,L082,L061,0.15
R0544,L067,L018,0.15
R0545,L040,L064,0.13
R0546,L086,L031,0.1
R0547,L031,L095,3.45
R0548,L033,L025,0.1
R0549,L024,L056,0.1
R0550,L015,L007,0.15
R0551,L056,L008,0.16
R0552,L097,L046,3.34
R0553,L088,L077,0.21
R0554,L002,L037,0.1
R0555,L100,L051,0.72
R0556,L073,L097,3.42
R0557,L025,L057,0.14
R0558,L010,L014,0.14
R0559,L078,L032,0.1
R0560,L048,L040,0.1
R0561,L089,L078,0.1
R0562,L047,L081,0.12
R0563,L093,L048,3.47
R0564,L066,L094,3.46
R0565,L062,L060,0.1
R0566,L063,L025,0.26
R0567,L022,L024,0.13
R0568,L028,L067,0.14
R0569,L001,L050,0.14
R0570,L094,L012,3.33
R0571,L032,L037,0.1
R0572,L092,L088,3.54
R0573,L024,L033,0.14
R0574,L044,L011,0.1
R0575,L055,L057,0.1
R0576,L042,L087,0.1
R0577,L088,L054,0.15
R0578,L021,L064,0.1
R0579,L067,L031,0.11
R0580,L054,L061,0.15
R0581,L005,L056,0.1
R0582,L098,L018,0.76
R0583,L025,L034,0.17
R0584,L044,L047,0.11
R0585,L011,L099,0.95
R0586,L048,L017,0.1
R0587,L046,L093,3.37
R0588,L047,L058,0.1
R0589,L039,L054,0.14
R0590,L004,L096,3.42
R0591,L077,L080,0.2
R0592,L050,L063,0.1
R0593,L070,L041,0.16
R0594,L022,L001,0.11
R0595,L027,L079,0.19
R0596,L007,L021,0.12
R0597,L091,L100,2.68
R0598,L092,L065,3.48
R0599,L095,L070,3.33
R0600,L041,L099,0.85
R0601,L074,L047,0.1
R0602,L021,L041,0.17
R0603,L033,L015,0.1
R0604,L085,L062,0.14
R0605,L017,L007,0.1
R0606,L088,L067,0.1
R0607,L014,L038,0.1
R0608,L073,L087,0.1
R0609,L066,L048,0.1
R0610,L057,L079,0.11
R0611,L058,L044,0.14
R0612,L037,L021,0.11
R0613,L050,L040,0.11
R0614,L070,L018,0.1
R0615,L035,L097,3.44
R0616,L027,L056,0.1
R0617,L006,L033,0.11
R0618,L099,L081,0.95
R0619,L059,L045,0.1
R0620,L091,L077,3.36
R0621,L016,L083,0.1
R0622,L062,L050,0.15
R0623,L008,L079,0.1
R0624,L009,L044,0.27
R0625,L055,L011,0.15
R0626,L021,L018,0.1
R0627,L094,L002,3.35
R0628,L040,L031,0.1
R0629,L022,L099,0.71
R0630,L095,L083,3.44
R0631,L097,L013,3.33
R0632,L096,L048,3.45
R0633,L088,L044,0.1
R0634,L034,L073,0.1
R0635,L054,L051,0.1
R0636,L011,L089,0.12
R0637,L036,L033,0.13
R0638,L077,L034,0.11
R0639,L097,L049,3.44
R0640,L069,L030,0.1
R0641,L023,L063,0.14
R0642,L046,L083,0.12
R0643,L087,L084,0.1
R0644,L066,L061,0.1
R0645,L059,L022,0.1
R0646,L090,L089,3.45
R0647,L015,L095,3.29
R0648,L016,L060,0.1
R0649,L062,L027,0.1
R0650,L081,L040,0.11
R0651,L074,L001,0.1
R0652,L080,L081,0.1
R0653,L040,L008,0.12
R0654,L092,L055,3.45
R0655,L043,L050,0.15
R0656,L083,L086,0.1
R0657,L041,L089,0.1
R0658,L042,L054,0.1
R0659,L012,L062,0.14
R0660,L032,L040,0.1
R0661,L005,L023,0.1
R0662,L025,L001,0.14
R0663,L054,L064,0.1
R0664,L026,L082,0.1
R0665,L045,L095,3.34
R0666,L065,L073,0.1
R0667,L003,L098,0.64
R0668,L004,L063,0.13
R0669,L078,L012,0.13
R0670,L023,L076,0.1
R0671,L050,L030,0.16
R0672,L069,L043,0.1
R0673,L060,L080,0.19
R0674,L039,L057,0.14
R0675,L080,L058,0.14
R0676,L099,L071,0.84
R0677,L072,L054,0.1
R0678,L092,L032,3.51
R0679,L037,L096,3.42
R0680,L009,L034,0.17
R0681,L095,L037,3.41
R0682,L013,L004,0.1
R0683,L042,L067,0.14
R0684,L026,L059,0.1
R0685,L014,L005,0.1
R0686,L046,L037,0.1
R0687,L047,L002,0.11
R0688,L066,L015,0.18
R0689,L057,L046,0.1
R0690,L058,L011,0.15
R0691,L077,L024,0.1
R0692,L050,L007,0.14
R0693,L023,L053,0.1
R0694,L075,L100,0.88
R0695,L068,L061,0.15
R0696,L093,L005,3.45
R0697,L079,L070,0.1
R0698,L098,L083,0.8
R0699,L099,L048,0.84
R0700,L071,L066,0.1
R0701,L059,L012,0.14
R0702,L050,L043,0.15
R0703,L025,L099,0.68
R0704,L070,L021,0.1
R0705,L043,L004,0.1
R0706,L016,L050,0.15
R0707,L004,L076,0.1
R0708,L009,L011,0.28
R0709,L068,L097,3.41
R0710,L001,L007,0.1
R0711,L072,L067,0.11
R0712,L092,L045,3.38
R0713,L064,L063,0.21
R0714,L076,L037,0.1
R0715,L022,L066,0.14
R0716,L096,L015,3.3
R0717,L088,L011,0.1
R0718,L007,L086,0.1
R0719,L013,L017,0.13
R0720,L097,L016,3.42
R0721,L088,L047,0.11
R0722,L055,L099,0.81
R0723,L087,L051,0.1
R0724,L039,L011,0.28
R0725,L052,L093,3.47
R0726,L098,L060,0.7
R0727,L099,L025,0.68
R0728,L044,L089,0.11
R0729,L090,L056,3.48
R0730,L004,L053,0.1
R0731,L015,L062,0.14
R0732,L081,L007,0.14
R0733,L060,L070,0.1
R0734,L080,L048,0.11
R0735,L099,L061,0.95
R0736,L090,L092,0.1
R0737,L091,L057,3.43
R0738,L037,L086,0.1
R0739,L083,L053,0.12
R0740,L076,L014,0.1
R0741,L095,L027,3.48
R0742,L061,L034,0.11
R0743,L006,L098,0.77
R0744,L053,L030,0.1
R0745,L024,L003,0.16
R0746,L065,L004,0.1
R0747,L034,L053,0.12
R0748,L045,L062,0.1
R0749,L032,L092,3.51
R0750,L011,L069,0.1
R0751,L077,L014,0.1
R0752,L004,L030,0.1
R0753,L016,L004,0.1
R0754,L075,L090,3.47
R0755,L067,L086,0.11
R0756,L068,L051,0.1
R0757,L086,L099,0.84
R0758,L087,L064,0.1
R0759,L036,L098,0.8
R0760,L037,L063,0.14
R0761,L048,L072,0.1
R0762,L008,L036,0.1
R0763,L028,L014,0.1
R0764,L060,L083,0.11
R0765,L012,L006,0.14
R0766,L093,L080,3.51
R0767,L064,L053,0.1
R0768,L083,L066,0.1
R0769,L010,L082,0.14
R0770,L095,L040,3.44
R0771,L082,L070,0.1
R0772,L034,L030,0.1
R0773,L053,L043,0.1
R0774,L045,L039,0.1
R0775,L073,L021,0.11
R0776,L065,L017,0.1
R0777,L055,L089,0.1
R0778,L015,L016,0.14
R0779,L035,L031,0.1
R0780,L067,L063,0.1
R0781,L087,L041,0.1
R0782,L047,L005,0.1
R0783,L033,L070,0.1
R0784,L079,L037,0.1
R0785,L039,L001,0.15
R0786,L036,L075,0.1
R0787,L016,L017,0.1
R0788,L056,L053,0.17
R0789,L002,L082,0.1
R0790,L089,L087,0.1
R0791,L079,L073,0.1
R0792,L017,L098,0.81
R0793,L076,L004,0.1
R0794,L049,L050,0.13
R0795,L095,L017,3.45
R0796,L048,L085,0.12
R0797,L022,L033,0.1
R0798,L061,L024,0.12
R0799,L006,L088,0.14
R0800,L051,L096,3.34
R0801,L075,L044,0.1
R0802,L035,L008,0.11
R0803,L094,L057,3.43
R0804,L046,L017,0.12
R0805,L087,L018,0.1
R0806,L011,L059,0.14
R0807,L003,L055,0.13
R0808,L044,L056,0.1
R0809,L023,L033,0.1
R0810,L068,L041,0.1
R0811,L072,L011,0.12
R0812,L018,L040,0.1
R0813,L036,L088,0.12
R0814,L083,L020,0.1
R0815,L089,L100,0.85
R0816,L006,L065,0.1
R0817,L007,L030,0.1
R0818,L039,L099,0.67
R0819,L018,L076,0.1
R0820,L059,L077,0.1
R0821,L062,L082,0.1
R0822,L081,L095,3.48
R0823,L042,L024,0.1
R0824,L020,L085,0.11
R0825,L053,L033,0.1
R0826,L045,L029,0.11
R0827,L031,L094,3.46
R0828,L011,L036,0.13
R0829,L003,L032,0.21
R0830,L075,L057,0.1
R0831,L098,L040,0.81
R0832,L071,L023,0.1
R0833,L044,L069,0.1
R0834,L016,L007,0.1
R0835,L089,L077,0.11
R0836,L017,L088,0.12
R0837,L050,L085,0.1
R0838,L078,L067,0.16
R0839,L022,L023,0.1
R0840,L061,L014,0.14
R0841,L006,L078,0.1
R0842,L019,L097,3.44
R0843,L007,L043,0.1
R0844,L059,L090,3.41
R0845,L051,L086,0.12
R0846,L011,L013,0.24
R0847,L062,L095,3.42
R0848,L063,L060,0.2
R0849,L082,L073,0.1
R0850,L012,L094,3.33
R0851,L046,L007,0.1
R0852,L040,L076,0.11
R0853,L087,L008,0.1
R0854,L079,L004,0.11
R0855,L025,L033,0.1
R0856,L098,L017,0.81
R0857,L044,L046,0.22
R0858,L015,L019,0.16
R0859,L056,L020,0.1
R0860,L048,L016,0.1
R0861,L013,L095,3.32
R0862,L100,L063,0.92
R0863,L025,L069,0.21
R0864,L071,L036,0.1
R0865,L077,L079,0.1
R0866,L078,L044,0.15
R0867,L069,L075,0.1
R0868,L089,L090,3.45
R0869,L093,L060,3.37
R0870,L059,L067,0.14
R0871,L022,L036,0.13
R0872,L062,L072,0.1
R0873,L028,L079,0.11
R0874,L074,L046,0.1
R0875,L045,L019,0.1
R0876,L040,L053,0.13
R0877,L031,L084,0.1
R0878,L044,L023,0.14
R0879,L001,L098,0.78
R0880,L075,L047,0.1
R0881,L042,L099,0.82
R0882,L067,L043,0.14
R0883,L013,L072,0.12
R0884,L014,L037,0.1
R0885,L087,L021,0.11
R0886,L060,L004,0.1
R0887,L024,L081,0.13
R0888,L044,L059,0.13
R0889,L097,L071,3.45
R0890,L056,L033,0.19
R0891,L089,L067,0.12
R0892,L035,L096,3.45
R0893,L006,L032,0.1
R0894,L093,L037,3.44
R0895,L066,L083,0.1
R0896,L058,L079,0.1
R0897,L059,L044,0.13
R0898,L010,L039,0.1
R0899,L070,L053,0.1
R0900,L082,L027,0.1
R0901,L028,L092,3.46
R0902,L020,L088,0.11
R0903,L061,L089,0.12
R0904,L067,L020,0.11
R0905,L094,L037,3.43
R0906,L033,L027,0.19
R0907,L098,L007,0.78
R0908,L097,L048,3.44
R0909,L035,L073,0.1
R0910,L006,L009,0.14
R0911,L018,L020,0.1
R0912,L077,L069,0.15
R0913,L069,L065,0.1
R0914,L070,L030,0.1
R0915,L015,L094,3.3
R0916,L049,L007,0.1
R0917,L081,L039,0.28
R0918,L093,L050,3.54
R0919,L039,L079,0.1
R0920,L051,L053,0.1
R0921,L063,L027,0.1
R0922,L055,L023,0.1
R0923,L020,L065,0.1
R0924,L013,L026,0.1
R0925,L031,L074,0.1
R0926,L086,L010,0.17
R0927,L084,L086,0.1
R0928,L036,L009,0.16
R0929,L096,L060,3.35
R0930,L002,L016,0.1
R0931,L067,L033,0.24
R0932,L053,L098,0.69
R0933,L014,L027,0.1
R0934,L033,L040,0.15
R0935,L079,L007,0.11
R0936,L065,L072,0.1
R0937,L090,L016,3.41
R0938,L077,L046,0.1
R0939,L069,L042,0.1
R0940,L088,L092,3.54
R0941,L054,L099,0.81
R0942,L087,L096,3.42
R0943,L047,L060,0.11
R0944,L038,L091,3.42
R0945,L039,L056,0.23
R0946,L058,L069,0.1
R0947,L004,L098,0.77
R0948,L043,L026,0.1
R0949,L022,L003,0.1
R0950,L063,L004,0.13
R0951,L081,L052,0.13
R0952,L009,L033,0.1
R0953,L008,L068,0.1
R0954,L074,L013,0.1
R0955,L019,L077,0.1
R0956,L020,L042,0.1
R0957,L031,L051,0.13
R0958,L092,L067,3.54
R0959,L064,L085,0.21
R0960,L083,L098,0.8
R0961,L030,L092,3.44
R0962,L009,L069,0.22
R0963,L055,L036,0.1
R0964,L061,L079,0.24
R0965,L005,L035,0.1
R0966,L073,L053,0.1
R0967,L025,L013,0.1
R0968,L076,L095,3.34
R0969,L002,L029,0.1
R0970,L047,L037,0.1
R0971,L057,L081,0.16
R0972,L058,L046,0.1
R0973,L059,L011,0.14
R0974,L004,L075,0.1
R0975,L077,L059,0.1
R0976,L050,L042,0.15
R0977,L010,L006,0.15
R0978,L069,L055,0.1
R0979,L062,L016,0.1
R0980,L099,L083,0.85
R0981,L072,L066,0.1
R0982,L008,L081,0.21
R0983,L049,L082,0.1
R0984,L095,L049,3.44
R0985,L082,L030,0.1
R0986,L074,L026,0.1
R0987,L020,L055,0.1
R0988,L094,L004,3.43
R0989,L012,L051,0.1
R0990,L032,L029,0.1
R0991,L005,L012,0.14
R0992,L095,L085,3.49
R0993,L097,L015,3.3
R0994,L002,L006,0.1
R0995,L061,L092,3.53
R0996,L034,L075,0.1
R0997,L100,L020,0.84
